"default","student","balance","income"
"No","Yes",1637.23520108736,16751.1697505978
"No","No",1094.31587152691,34854.3423889239
"No","No",1213.12707351588,47848.0479031211
"No","Yes",1074.74640640823,22729.3086500762
"No","Yes",1010.21263339552,13469.8666480292
"No","No",416.128286440287,21960.6245554699
"No","Yes",675.841346528661,17801.474355562
"No","No",0,36338.848496024
"No","No",867.304173246052,29541.0431470904
"No","No",843.907303418097,23956.519367605
"No","No",766.430430038519,39078.7969995895
"No","No",1286.53723250416,46337.1238933082
"No","No",1142.93515351666,34401.6671117773
"No","Yes",925.411287617391,15120.3356225576
"No","Yes",1110.45382300899,14965.4373853847
"No","Yes",938.605975477252,24392.1040357114
"No","No",321.039742945537,37026.5871638077
"No","No",943.387640676355,39415.5956472554
"No","No",511.598770167744,54002.5116638967
"No","No",743.849598629398,24303.4676265731
"No","No",1089.57706066055,46890.2154037835
"No","No",0,46275.3634688309
"No","No",0,31511.6574646955
"No","No",1282.32124736986,37437.7109632329
"No","No",1373.7967923188,36888.9284103698
"No","No",1228.33429993148,43577.66949173
"No","No",1536.78831191053,34734.8638835725
"No","No",735.470434133364,53312.5305272226
"No","Yes",1142.42760501705,26114.4031521738
"No","No",1490.71507559311,36417.400041399
"No","No",880.032832524916,60203.8815636414
"No","No",2.84301484022319,39923.8192960501
"Yes","Yes",2066.69560264995,10470.6359999562
"Yes","No",2343.79751269872,51095.2939288164
"No","No",929.745481690635,36071.5242639506
"No","Yes",764.627790674236,26188.0694950508
"No","No",504.604495228821,31870.0182915052
"No","No",685.206941440502,40555.7998847453
"No","No",473.02745797478,43016.8607304856
"No","No",1302.55349925073,32235.0524502403
"No","No",435.004134228777,30828.8603927349
"No","No",601.838500949302,37697.3700511627
"No","No",456.763657699437,50160.6336955449
"No","No",1065.04291804197,37747.1040516635
"No","No",1153.33189611141,37936.0870765089
"No","No",59.6330014772174,35709.7384629771
"No","Yes",1106.43067393635,16960.6941248389
"No","Yes",1106.45352459194,14840.9381345027
"No","Yes",385.430994048668,21619.6634121321
"No","No",0,45025.5116482779
"No","No",727.957482040349,53606.9731408304
"No","No",1028.77760890511,36276.0851393196
"No","Yes",1035.91668862827,10607.9061350408
"No","No",974.597718681195,25316.8587476378
"No","No",772.809219890657,39944.6072003905
"No","No",1014.9739793686,41993.6406134555
"No","Yes",0,10276.2561072754
"No","Yes",1403.78934069962,22893.9605150922
"No","No",580.423341333844,25926.2350880841
"No","No",499.550744378248,45954.6712416404
"No","Yes",748.236205405347,11613.2229514115
"No","No",568.093969521188,31392.0669487111
"No","No",1366.72577354255,35425.51207701
"No","No",511.678894076063,32693.8508798088
"No","Yes",678.217875305686,19979.6939940884
"No","Yes",1692.42056037406,7761.34290395257
"No","No",631.804597881122,32752.5192557897
"No","No",585.050054612907,34297.5652717648
"No","No",1173.49079160122,44134.744873303
"No","No",544.237427620852,43306.6211365794
"Yes","Yes",1985.32173867563,22248.4026595649
"No","No",1011.06090429807,38001.7121026909
"No","No",1231.214516945,48156.3575590725
"No","No",875.84248302776,45524.5321991767
"No","No",1516.06538379219,59194.2392055884
"No","No",563.121261146761,30226.4827235198
"No","Yes",1244.56692703869,21717.4758713767
"No","Yes",1215.6434680202,16403.6857647769
"No","No",1077.7471273438,30133.2576289141
"No","Yes",1393.91636806336,16658.483076576
"No","No",803.570067410546,45353.970680412
"No","No",916.749237784122,58469.9335612685
"No","No",147.049333558096,52074.5106972395
"No","No",734.47278062031,46805.5530163825
"No","Yes",996.205915012754,13647.5357449778
"No","No",1883.20020660212,47438.2557139199
"No","No",1271.11569766438,40578.3161858595
"No","No",173.733418051803,32480.5339803496
"No","No",1004.18766453742,37132.657213994
"No","Yes",2033.3624960493,18549.7453853583
"No","No",269.357861809914,40883.1854707986
"No","No",441.701436036663,44227.9102669818
"No","No",1471.60862883275,61385.5998656021
"No","Yes",1133.82200395797,16602.0280192795
"No","No",843.352661071678,51736.9102504954
"No","No",250.468332543304,42309.0828207204
"No","No",1569.72827330174,30604.2864482531
"No","Yes",995.347111840736,11690.7412581951
"Yes","No",1572.34558970181,37895.1730685155
"No","No",1570.4161790221,49501.8103764281
"No","No",645.931623040968,39695.6272589398
"No","No",1001.85301122289,32748.6309370085
"No","Yes",905.231295487767,15699.8984589623
"No","Yes",859.379689793499,19287.5036985077
"No","No",1670.85028486118,54442.2661966056
"No","No",391.256627667898,33651.4055616119
"No","No",670.008248424474,35919.7967694236
"No","No",1036.05383453276,44869.4601898453
"No","No",481.989491304848,19240.3142866129
"No","Yes",542.769255622058,17664.8814338304
"No","Yes",887.288924292299,17409.0311196404
"No","Yes",1465.84955404493,17678.7363065959
"No","Yes",1545.63745986469,13959.9936735773
"No","No",262.791336186532,28974.7505490968
"No","Yes",793.796375781413,21172.4041224321
"No","No",1192.76615832583,45902.5075546804
"No","Yes",1120.32087759081,29045.4067978248
"No","Yes",514.199497794009,21482.0348084397
"No","No",710.760427503805,53050.4853756102
"No","No",1176.24327053548,27956.7828970299
"Yes","No",1805.55958800801,40119.7878293954
"No","No",124.828459521634,39478.3000749473
"No","No",1056.9932389288,45489.8966758987
"No","Yes",904.994670662576,19108.7423327689
"No","No",1402.12013840063,41275.6454675378
"No","No",7.06953029158558,48711.6374862113
"No","Yes",733.78339042547,16124.3542488896
"No","No",612.960653042669,43392.887089339
"No","No",998.704699011465,46697.7777728682
"No","No",1078.45700052818,33001.1265148157
"No","No",638.476386396818,53034.552332322
"No","Yes",890.048104543381,15156.9191332201
"No","No",815.682132476711,53817.2797514384
"No","No",1276.98264992429,40611.3486878798
"No","No",671.185770842318,44120.6417390268
"No","No",818.28434663854,48490.8121880235
"No","No",1371.33089893175,35820.629832872
"No","No",897.495756050913,47816.4116102516
"No","Yes",699.696422430527,17318.8818697219
"No","No",848.940738136621,35534.9838909539
"No","No",0,27297.9095207254
"No","Yes",1660.86106385367,13694.8564537132
"No","No",1475.50384683721,44769.1221419027
"No","No",0,22431.4535442587
"No","No",1186.96435587922,33439.8363961669
"No","No",844.403802606626,36854.6363431765
"No","Yes",1540.30882373607,15241.0158797215
"No","No",679.707580876161,29534.8214632962
"Yes","No",1650.57800035387,31514.2596520501
"No","Yes",614.783859495222,18487.2337118371
"No","No",1379.67804381773,31766.2935985596
"No","Yes",770.105538487904,15284.719925954
"No","No",1209.54028191565,40805.7776315861
"No","Yes",1380.96981860135,13633.4334735927
"No","No",1349.10644291826,28340.4373630662
"No","Yes",1051.39385283445,23520.4259953959
"No","Yes",428.425822056004,15446.9580283448
"No","No",1714.18602954936,52779.0888169049
"No","Yes",1647.80128271056,15392.2129768749
"No","No",482.975818834569,47924.6766405041
"Yes","No",2124.67131340206,44520.000102649
"No","No",297.838221600525,34549.4626310993
"No","No",1201.34804245462,35858.4042876616
"No","No",811.241947619258,26448.3284969801
"No","No",0,36201.5388732693
"No","No",585.804176768659,30143.3285117119
"No","No",511.32185498375,38510.1609106431
"No","No",1249.19417416597,45586.8902165017
"No","No",48.9655502639223,27069.7397840305
"No","No",863.574709912629,32889.3839613994
"No","No",1579.35946543667,50216.5716279253
"No","No",800.609332848504,50324.5549267962
"No","Yes",1356.53469066146,19480.5437729765
"Yes","Yes",1704.57852928341,16887.4051366611
"No","Yes",528.585688721324,19621.6292186254
"No","Yes",1390.50766599778,15885.5107827365
"No","Yes",333.541196216677,27321.5578347645
"No","No",1569.556298596,36306.0194414557
"No","No",1509.78088703495,43650.4185057626
"No","No",961.241554483775,31647.287484501
"No","No",1443.50744678497,47205.348659789
"No","No",0,37605.379393724
"No","No",895.395951814918,48939.7356573301
"No","No",1355.8668429275,45537.9549160757
"No","Yes",960.11398559513,24326.060273482
"No","No",1164.47640009829,36997.7189763332
"No","No",535.182915811552,37042.7664904696
"No","Yes",1424.77292741312,21852.9298809929
"No","No",773.172491507927,50069.2088216444
"No","No",685.192569602747,33185.010437872
"No","No",343.768806093232,51626.1356931331
"No","Yes",1513.54156843839,23556.6905037062
"No","No",415.003634136448,37859.31445796
"No","No",1034.36018039369,25111.2125512162
"No","No",1115.8960083931,21646.3059481466
"No","Yes",748.746430922286,17440.626550084
"No","No",291.408728923275,54408.788976338
"No","Yes",453.929798646848,12665.3069954235
"No","No",889.565857036579,49941.0886297848
"No","No",345.190624410366,48111.4462184115
"No","No",393.828577983662,28362.6246287932
"No","Yes",991.093996282783,16842.4361428305
"No","No",4.46645782066093,45157.9096157594
"No","No",660.05891868537,39163.3272651966
"No","Yes",1168.86840328253,18113.3437663792
"No","No",528.867388165435,38881.4762648934
"No","No",89.3340476687288,36515.9815919035
"No","Yes",196.776728724821,15858.3533012716
"No","No",1637.34775868048,37676.6631174408
"No","No",574.955357679402,33517.2110282314
"No","No",969.134944037313,29705.0413235056
"No","Yes",1049.241310546,23332.4838409643
"No","No",772.531269674791,23222.7397654429
"No","No",1304.06828488441,26219.3231448631
"No","No",875.875269355093,37160.9607959084
"No","No",587.074529854938,34975.9764731986
"No","Yes",495.136132955298,15519.4851235698
"No","No",131.633998250593,42028.0085987333
"No","No",1333.18212763679,19396.0318800155
"Yes","No",1819.24909460129,49621.0561715013
"No","No",953.816075507603,45281.3698500808
"No","No",327.038582491764,51348.9372686679
"No","No",989.636309999908,27318.9437058364
"No","No",1109.22148329882,56680.1375308278
"No","Yes",0,9321.4637343151
"No","Yes",635.394657997528,18344.0754556225
"No","No",100.021825035447,48377.6412807732
"No","No",264.96805412597,36842.8226614232
"No","No",465.845663824603,52714.0888633024
"No","No",1227.26180035355,49697.0461841938
"No","No",1378.67764270611,30862.9963586514
"No","No",715.656721728525,23266.1356879781
"No","Yes",0,21719.4548323269
"No","No",1335.23028139805,43660.3917144764
"No","No",1576.90364668831,35117.8053539428
"No","Yes",1232.59035337314,22108.5803668768
"No","No",1613.71411366105,47151.6097573017
"No","No",763.743166120878,59856.7966744683
"No","No",741.430158989983,32951.1793551857
"No","No",325.586549913805,45809.9842404834
"Yes","No",1797.76701894827,47068.724605617
"No","No",899.902700389718,47093.73837724
"Yes","No",1605.21458639037,26149.1482230276
"No","No",0,42879.3969382104
"No","No",886.689023472008,50507.9308095184
"No","No",1008.29063504735,30801.0897521694
"No","Yes",1034.50445305921,19105.6282177488
"No","Yes",1125.73450731592,23410.0994120351
"No","Yes",1070.95073407284,12707.580411669
"No","No",920.408497828846,40536.6424788207
"No","Yes",734.733164890242,10816.9497658311
"No","No",1701.68848691138,38567.2047054257
"No","No",1453.31617301335,29830.0567407011
"No","No",294.024346115685,49988.1473141347
"No","No",1302.47913157629,43154.3929272714
"No","No",1135.18798440953,47075.0323003011
"No","No",1123.63313874114,17292.3031718193
"No","Yes",483.109799304421,15067.313708392
"No","No",1669.5026869634,30259.256369494
"No","Yes",1051.37688911756,13271.4646920284
"No","Yes",778.340916811529,23737.2667567406
"No","No",37.9908485136482,43787.7818950852
"No","No",599.879669777376,51733.8251737169
"No","Yes",1037.64286692044,22889.4889815833
"No","No",1187.46360760233,37092.5904084287
"No","No",1287.20589549305,37135.3639398797
"No","No",599.380380137431,58909.3442631081
"No","No",278.078455799143,33811.6692142213
"No","No",536.700808563883,35786.5148166
"No","No",626.514786193039,55155.0778632325
"No","No",0,54298.8596097499
"No","No",885.510006686116,42683.4797282413
"No","Yes",1314.84172413687,15965.4150053432
"No","No",580.164720972546,31879.138933856
"No","No",1144.53051107846,40998.9273365533
"No","No",0,55435.4305474685
"No","No",321.308581363967,33136.3364817528
"No","No",776.395873647769,49705.8161799169
"No","No",519.308691599167,42861.9326596232
"No","No",892.281071819882,40492.1005817823
"No","Yes",945.0549544733,21095.5381789028
"No","No",840.236847473966,24801.368106669
"No","No",660.533671837818,31480.0408165192
"No","No",213.010073963225,38950.6000660758
"No","No",506.824141742222,50493.0952625075
"No","No",884.660671550052,35324.0202172327
"No","Yes",296.462756021594,20138.2469854034
"No","Yes",700.075337653754,14828.5505925092
"No","No",927.468684967434,44308.2823244709
"No","Yes",1172.27349764421,22792.6216909739
"No","No",841.526249578981,40239.677398712
"No","No",49.682397301772,47026.0385452057
"No","Yes",903.916652133078,20246.3932304422
"No","No",600.18270085246,50578.0542344249
"No","Yes",1749.12218401084,21359.1315466029
"Yes","Yes",1893.02300430521,16853.3295653838
"No","Yes",1636.51972469254,17533.3422009671
"No","Yes",1533.91193640526,16453.8830816312
"No","Yes",1523.72257079709,15708.9577283378
"No","Yes",1156.62020011113,11102.5681462402
"Yes","Yes",2168.45319610867,24648.9799157642
"No","No",456.830738069141,39629.5808401885
"No","No",1616.16858639682,39654.6188645202
"No","Yes",1311.86009883369,15565.1976959325
"No","Yes",437.068295607682,21638.9478395241
"No","No",683.114615595568,31615.3655535259
"No","Yes",1327.28243902948,15819.3593199174
"No","No",797.630942096371,54042.3622475245
"No","No",635.707607612644,26084.6960491472
"No","Yes",1312.88531954721,16221.2028921882
"No","Yes",944.8328467186,23323.8227309825
"Yes","No",1838.87136892563,32129.3398189179
"No","No",267.372318799335,41183.6574862839
"No","Yes",723.540414655993,28289.2359115583
"No","No",610.052170853123,35855.3879303433
"No","No",1861.31769729946,46653.5887355559
"No","No",0,34882.2285462766
"No","No",1577.97254360463,50430.2398100676
"No","Yes",954.150390455917,15969.8199667989
"No","No",204.39619956638,38979.6238800119
"No","Yes",1109.46821724848,21663.1324734238
"No","No",771.224877649241,47146.4395098562
"No","No",376.350443987224,32168.4421591768
"No","Yes",1523.88009546054,19342.983519581
"No","Yes",1178.21173671124,12077.0132631664
"No","Yes",1457.57538055378,19668.1577588603
"No","Yes",1292.44731610947,8231.03742327335
"No","No",1233.50222154788,23031.6008932731
"No","No",542.140575136042,22394.1911044491
"No","No",1381.81926933794,48394.289618696
"No","No",1157.76811279803,49960.7652059971
"No","No",744.493874512598,24506.6781957733
"No","No",1387.49054933013,40993.5953389797
"Yes","No",1434.12771574145,47311.5304210632
"No","No",1483.53656327982,34156.3742030791
"No","No",1340.89319243269,31959.9655971505
"No","No",972.094401559996,26231.1459131138
"No","No",1511.87938711542,36381.2376497741
"No","Yes",1111.99772246377,20549.6203542259
"No","Yes",1555.5633519974,15957.3288311695
"No","No",1727.36514642417,41707.4773032752
"No","No",25.7358488954937,49089.6040759974
"Yes","Yes",1895.33493298048,16394.5081086404
"No","Yes",417.478256980257,17787.9478232724
"No","No",247.19905719341,37377.3578246637
"No","No",91.3876980949715,44091.8760022769
"No","Yes",617.089796003652,22801.6639674736
"No","Yes",793.333785080227,10487.9301783322
"No","Yes",1035.7209657486,20393.2700245789
"No","No",826.981750400875,35426.1807962439
"No","No",1734.45156392034,31578.0049503928
"No","No",1069.6220603923,40299.3199102539
"No","No",626.838428236661,41334.1835259785
"No","No",932.056966292719,45505.3072242837
"No","No",1551.02773138271,31768.0306081718
"No","Yes",315.090268398632,22551.891246075
"No","No",1059.35160533058,41179.0100155982
"No","No",976.704047909637,59291.7225668652
"No","Yes",562.558936899144,11524.8103500998
"No","Yes",310.020277059122,16382.1529296615
"No","No",936.9447650212,40240.4971080424
"No","No",0,43033.4922461325
"No","Yes",431.197047291067,20301.4936695647
"No","No",1411.54871811982,42956.6313940264
"No","Yes",1183.45281522434,16189.2883933786
"No","Yes",1849.60366586347,16966.8859214148
"No","No",391.482079303432,45821.6332279707
"No","No",10.8849413073991,32866.4452384084
"No","Yes",697.248632586975,25730.9175826238
"No","No",175.054336957999,22644.9958781972
"No","Yes",1094.74057904676,19638.265428074
"No","Yes",134.624041122727,19464.2987072675
"No","No",1069.74833184278,32441.2819775573
"No","No",1165.81259867426,47005.5732858795
"No","No",321.218102077606,43257.3534881096
"No","No",178.275032128603,35615.9281065657
"No","Yes",953.85848181184,18121.1133574643
"No","Yes",1335.81270700321,12843.4480324123
"No","Yes",853.594325403116,25373.4621853561
"No","No",639.62567466641,38660.9232245854
"No","No",1051.84774862331,37160.2733032415
"No","No",335.107155766791,36374.2143825641
"No","No",1193.76279235836,34909.3088814725
"No","No",915.203083538807,31422.9455472119
"No","No",426.087027438672,15498.8694742336
"Yes","Yes",1805.6183529996,19168.0299741275
"No","No",717.478956364503,37810.4721333394
"No","No",520.947287347575,41039.2824540712
"No","No",1034.89243123867,34539.8457594936
"No","Yes",1022.59833632716,11739.0959841144
"No","No",617.591440461858,43871.6979585579
"No","Yes",1322.16229345805,16984.1982641472
"No","No",476.591394942606,33760.4583097893
"No","No",1101.09122392197,43035.5620761571
"No","Yes",1019.57911236953,15833.790650411
"No","No",329.44827264028,43242.8753661793
"No","Yes",949.23382481874,25040.7123388485
"No","Yes",1230.71462791196,18581.2746126331
"No","No",1252.65305823313,35382.1403253839
"No","No",0,47019.6632264432
"No","No",642.269304833237,37752.3845900199
"No","No",512.51352584874,44178.8405036654
"No","No",1114.90155183715,38155.3683870141
"No","Yes",1742.34653491169,10778.1548681166
"No","No",763.022312459412,34931.3482868207
"No","No",878.44473088973,47722.8103498075
"No","Yes",936.229550899064,14217.401520315
"No","No",585.237716368989,40585.7465430587
"No","No",347.614099566677,40138.0778024224
"No","No",607.898642294942,26117.6651716242
"No","Yes",1251.08575644472,21968.2699917387
"No","No",316.536434918891,39995.3188027128
"No","No",336.797040313976,42880.464298445
"No","Yes",871.066795757733,13144.3655839827
"No","No",1187.90468623557,43873.9829119949
"No","No",86.0127899647048,43467.5026537496
"No","No",737.041709018461,27879.6568461805
"No","Yes",1419.87072143754,10401.0466649939
"No","Yes",402.503365602264,12255.8707416565
"No","No",191.215000735492,41921.6828541407
"No","Yes",1836.78008641535,15422.2321631999
"No","Yes",1273.1862477934,20429.6213674886
"No","No",1037.60063686564,40415.8229822359
"No","No",827.542885547743,39655.6770086561
"No","No",915.913590234859,34934.4823935399
"No","Yes",212.708644106102,13155.6720563754
"No","No",941.168179641529,58991.8615093822
"No","No",487.416894339608,34439.9033140515
"No","No",1889.52477548295,32509.6162569272
"No","No",691.202279432214,38948.1053558833
"No","Yes",502.645821222757,14425.0841680532
"No","No",140.018575657783,52099.1162994549
"No","No",0,36484.5941490833
"No","No",519.461494214481,44498.015589091
"No","Yes",1031.86979767225,19322.5523521758
"No","No",939.66939011627,47112.7653034597
"No","No",0,44902.9293469253
"No","No",1093.68490238496,39684.451930144
"No","Yes",1623.33660466742,14338.4087813252
"No","No",851.204010639394,44905.3253123763
"No","No",1119.7026481001,33510.3571772555
"No","No",0,32720.571704904
"No","Yes",744.914266466495,15711.716417211
"No","Yes",303.345868403883,15220.599320804
"No","No",1522.7559269208,29165.4431869562
"No","No",361.367609935872,36533.7103584246
"No","No",1062.72792746379,48041.6493951147
"No","Yes",1344.0946787466,22012.2931469098
"No","No",387.731918536029,55163.7969407479
"No","No",860.028242922584,56687.1435385628
"No","No",1637.35795482487,46629.9469681977
"No","No",975.198512299475,30573.258054574
"No","No",487.797479695295,21418.6946785754
"No","No",0,49626.4156245673
"Yes","No",1562.45458493467,43067.3337360648
"No","No",1399.12616301261,26505.0201256997
"No","Yes",542.064065970151,9135.88677403038
"No","No",901.075726458657,38613.4266514959
"No","No",295.870568858272,19054.0304980425
"No","No",90.5614102875277,50939.5211535323
"No","No",476.149931465101,58837.7231108606
"No","No",382.885062371549,42620.5302295829
"No","No",1013.96374594514,49653.797125496
"No","Yes",932.685798904273,15774.7010629533
"No","No",360.574948754149,42217.3829194421
"No","No",727.963608364032,40258.7017158036
"No","No",917.952756407793,31380.2331709961
"No","No",1567.16535665761,38255.0505677174
"No","No",1006.68048810668,33348.5753598313
"No","No",1278.93266550967,42894.7652950297
"No","No",0,56493.4860935359
"No","No",1107.48786714994,23530.6227254858
"No","Yes",1719.56685067072,18696.2987495256
"No","No",1066.17466172765,33911.5648735603
"No","No",0,30172.8105945502
"No","Yes",1296.10352692953,15709.4557934374
"No","No",720.244598512222,38493.4919321852
"No","No",574.638223310543,41914.4695159586
"No","No",241.430088847648,34507.7759344293
"No","No",345.14214305995,41943.7728369267
"No","No",1341.70344157685,53122.0689582977
"Yes","No",1847.79137287982,30202.8462381974
"No","Yes",1497.06776735759,9030.40256351934
"No","No",503.391240045086,29187.4441155392
"No","No",1119.57544932473,42280.8090301403
"No","No",1172.41517190972,58067.1298181025
"No","Yes",1594.38458640784,21514.6027977762
"No","No",566.443852583261,36039.3940739969
"No","No",542.470159190065,39037.8010123156
"No","No",1086.42093928535,38656.6631307308
"No","Yes",995.03943010905,8750.55879965906
"No","Yes",1200.87597553929,13833.9821981928
"No","No",0,56895.9619836109
"Yes","No",1508.64924310288,37111.3089039706
"No","No",1170.54794573518,52358.8009264251
"No","No",1356.74383618414,54489.9387774168
"No","No",850.03641056271,31522.2346514117
"No","No",1184.14038273806,25196.7617863616
"No","No",902.713664465989,23847.3922912817
"No","Yes",1597.89091404172,24006.180390084
"No","No",1079.07612251215,36636.2800459142
"No","Yes",1503.57844528679,18776.5338455694
"Yes","Yes",1570.6587796556,16239.1531737462
"No","No",0,41655.6822607587
"No","Yes",735.578364822891,13976.6859106159
"No","No",923.346231764488,44670.8642404417
"No","Yes",1269.67822272096,13998.3067322622
"No","No",706.481931471293,48339.8789934832
"No","No",1146.8753977636,64644.9052937777
"No","Yes",1749.54960903014,20078.3618751111
"No","Yes",263.491319996353,25363.5952468832
"No","No",468.869908473501,44285.3201124122
"No","No",443.913087817629,35241.9929724056
"No","No",375.720573035678,35564.4102724882
"No","No",772.822997669751,25556.7571651335
"No","No",750.139537230604,17993.8204877237
"No","No",414.804258718943,37825.3721833992
"No","No",626.175227742675,33930.9750471622
"No","No",645.201209110071,44324.2243635148
"No","Yes",1287.28723524741,13215.9702541318
"No","No",1391.26115350664,51169.3622077771
"No","Yes",601.804689792233,16266.3025981603
"No","No",1061.31087443623,33942.6197454918
"No","No",272.750468578767,42646.7048890104
"No","Yes",1421.74012892227,11134.9396021509
"No","No",1065.62680637814,36015.6875836991
"No","No",1167.03505894924,34467.5428636393
"No","No",949.129084899619,28411.6564861553
"No","Yes",565.988728443035,18645.9366490187
"Yes","No",1914.10696202772,55573.7017123721
"No","No",515.942805113736,50678.3369443292
"No","No",1347.46071020221,32720.4457444376
"No","No",124.305910805526,44464.6358474661
"No","No",1007.22029633501,42183.0897289732
"No","No",218.337959915025,44179.9465035539
"No","No",1344.55595046163,34841.260517708
"No","No",1063.21952649285,27887.2505285566
"No","Yes",624.543165674628,14820.4671927587
"No","No",559.832011277457,39144.4768374331
"No","No",341.386840479662,29326.3392356403
"No","No",574.164492504123,44072.0607972807
"No","Yes",734.898256761058,11868.0742124963
"No","No",875.295334786835,46041.7562780251
"No","No",366.090802610492,47096.3780661141
"No","Yes",1009.99387200895,19870.5365805021
"No","No",221.922490582919,32988.5713577033
"Yes","Yes",1957.12029492724,18805.9521289077
"No","Yes",1050.4312909571,19246.3330925914
"No","No",612.324988948466,55326.4128432861
"Yes","No",1456.96393044029,49054.1938883123
"No","Yes",1821.52391746074,15802.3892930249
"No","Yes",770.328029480587,29059.1446947617
"No","Yes",1269.90627395329,771.967729386357
"No","Yes",1923.38194071368,12940.2278324251
"No","No",890.759497161851,20257.3799905086
"No","No",1341.05478800605,33778.1620359403
"No","No",888.265039364919,37745.605173638
"No","Yes",1189.31395853398,19545.7271170543
"No","No",1820.54049444127,46251.4486884001
"No","No",481.840936169969,36377.6474336846
"No","No",432.092064833132,56732.7372801469
"No","No",683.997177817983,36578.1846500597
"No","No",354.701953160098,44412.1939231786
"No","Yes",669.737237276828,17109.630480395
"No","Yes",713.92287437803,26049.9756416507
"No","No",597.041608734639,31713.0976939754
"No","Yes",1306.41687939066,18996.3503217393
"No","No",1991.13551404059,30809.6745673939
"No","Yes",717.632894780562,19590.9710043964
"No","No",390.606676891254,38083.5473003731
"No","Yes",1862.53865898232,23839.5725230292
"Yes","No",1143.68050317136,37751.0173411394
"No","No",264.372356972425,45778.308946636
"No","No",216.846533279374,37160.9410951088
"No","No",686.892928589707,51120.8299797229
"No","No",1642.19231860975,24444.3121751467
"No","Yes",0,15587.9006038082
"No","Yes",1218.64921197662,19206.1334637425
"No","No",1970.85976085399,37905.2526333646
"No","Yes",1151.73331728929,23149.5474930787
"No","No",539.077720825741,36275.4557232692
"Yes","Yes",2287.17384201509,18692.1443107782
"No","No",1218.24580162308,56816.8089387227
"No","No",700.453136926996,54661.1150697389
"No","No",1167.23167850084,30648.4287991214
"No","No",1492.61502806146,46174.6979911956
"No","No",666.394794790436,34912.33670141
"No","Yes",636.898809515342,23005.575945443
"No","No",420.72702302223,37831.5700769464
"No","No",879.052649120858,30633.8419389473
"No","No",376.241161424901,25821.1610609312
"No","No",961.40245406434,25478.8183475055
"No","No",500.72854111181,33406.0541135306
"No","Yes",369.679932317278,24834.4175810052
"No","No",719.93804397567,31031.2193961697
"No","No",1168.34700459466,39275.1935417815
"No","No",600.538096885772,39260.3821217756
"No","No",0,18593.9147350522
"No","No",252.944896791095,23443.4164575638
"No","No",676.430888753692,53378.9885244964
"No","Yes",1066.82218828697,26348.3036410949
"No","Yes",1004.65057736924,13869.7520966379
"No","No",1010.42114145537,46217.8095555543
"No","No",1260.93129441239,27697.338251997
"No","No",402.632427287244,58828.7922472825
"No","Yes",919.47548466323,6100.73320179588
"No","No",1004.65381639424,42729.1822272495
"No","No",614.538566272609,33811.9876207301
"No","No",1358.10977879143,50662.8927850888
"No","No",160.524878725024,29675.8354904945
"No","Yes",1190.18882924144,15860.3266837987
"No","No",262.599260446498,48762.2835507908
"No","No",647.918024055962,35494.4852868572
"No","No",1574.651282455,30559.5136956957
"No","Yes",1658.60225711853,14821.0045610976
"No","No",4.81490868174683,28714.1353764479
"No","No",1220.31228233318,36190.9936096812
"No","No",802.857102212522,45806.1991738207
"No","No",81.8744894682283,35818.2280012137
"No","Yes",70.7336120060838,17466.1389631533
"No","Yes",962.905796409212,22795.0324982253
"No","No",926.694301047722,44233.6461669561
"Yes","Yes",1233.44589515108,12586.4781909623
"No","Yes",644.111717476592,9778.219986444
"No","Yes",1338.659659247,8078.17604672449
"No","No",740.386785882644,46877.960742233
"No","Yes",901.186502571389,19204.7016202932
"No","No",975.388741777061,45597.9376922718
"No","No",298.71961515065,49585.8712690845
"No","No",591.498013908176,29507.4870633153
"No","No",177.014401129228,37553.8018121917
"No","No",292.27197689876,60582.2262136544
"No","No",625.191833063067,32826.409651775
"No","No",546.986650105736,37513.7003808368
"No","No",727.675332278311,23515.6108852627
"No","Yes",531.976408238036,21357.6321613268
"No","No",311.212767452465,51257.8742890846
"No","Yes",703.063069636357,17692.6583930126
"No","No",1239.68306767989,52241.4556649147
"No","No",810.278839424482,51283.147864078
"No","No",303.482691590285,21381.314486889
"No","No",1372.03570594285,36188.2397816099
"No","No",1146.3755626233,37053.8284571923
"No","Yes",730.962752416666,20097.4009356218
"No","No",807.219216290949,42138.6530736505
"No","No",450.40551878583,34206.2736478661
"No","Yes",467.912738885715,25424.4100657609
"No","Yes",684.891035475141,17582.9855418272
"No","No",1013.46926055685,38280.9170083462
"No","No",676.652720204,31741.4310589349
"No","No",287.966887449483,37409.9777560406
"No","No",816.648909601169,52163.7815488925
"No","No",1118.78983433131,39111.792335154
"No","No",532.153609268785,43789.3351854842
"No","Yes",1364.2326842718,18423.0476618707
"No","Yes",1464.69087058547,16542.0450715198
"No","Yes",997.642404039563,27054.7274125397
"No","No",335.340082541427,41942.7525113637
"No","No",1149.01295796219,35310.129547081
"No","Yes",905.565799186285,24032.8005473796
"No","No",649.673269527654,32276.4291404655
"No","No",380.189188166333,40689.9204355211
"No","No",0,48303.8715137401
"No","Yes",485.434317495701,21278.3408079929
"No","No",649.841985476221,54693.1517919876
"No","No",698.572453391445,44949.2690840763
"No","Yes",1328.95366930756,20666.7028058968
"No","No",609.477689904886,41798.2923453603
"Yes","No",1723.18721476173,43143.1644908776
"No","No",0,36581.8038993462
"No","No",594.601261246347,36190.7563884601
"No","Yes",875.712944121739,18696.9535767098
